source1_entity_id	matched_entity_ids
S1-452396218	S2-686109769,S3-825105046
S1-394680937	S2-193773299,S2-844589916,S2-373660175,S3-740785174
S1-147651446	
S1-668675379	S3-882190068,S3-79575338
S1-335017093	S2-697716048,S2-138767226,S3-243775466,S3-787626118,S3-573600759,S3-303562385
S1-126050634	S3-389349774,S3-317752391
S1-639870859	S2-80754123,S2-10444918,S3-978876100,S3-723696483
S1-779938927	S2-513873176,S2-393866570,S3-899335159,S3-496934494
S1-750101295	S2-396573898,S2-159357817,S3-848030873,S3-176761905
S1-822338280	S2-428684481,S3-344466028
S1-605370345	S2-239805296,S2-474731285
S1-923078753	S2-720940556,S3-294269634,S3-937844506
S1-586159681	S2-818469684,S2-144605581,S3-395099143
S1-759972893	S2-396996748,S3-23590780,S3-68152179,S3-99347718
S1-595843047	S2-182431985,S2-666936974,S3-937197513
S1-40678525	S2-282681210,S2-498585240,S2-616791145,S3-151381602
S1-386659816	S2-360918469
S1-32127543	S2-786298935
S1-984233875	S2-399828902,S2-628056817,S2-376233629,S3-655782584,S3-553238033,S3-772997222
S1-585765147	S3-754763114
S1-740600107	S2-692397967,S2-303262676
S1-55140214	S2-186077038,S2-796678806,S3-937002706
S1-209805544	S2-90154375,S2-13096182,S3-95624694,S3-261416111
S1-472705054	S2-689767721,S2-372172880,S2-556469960,S3-83481918,S3-944444308,S3-616028470
S1-817863581	S2-282874881,S2-119710416,S2-117777608,S2-543529651,S3-359228059
S1-991012675	S2-714341176,S3-995433490,S3-537712341
S1-221292843	S2-715998566,S3-992425258
S1-349961763	
S1-612712472	S2-95911733,S2-638600541,S2-931116504,S2-676291617,S3-449382441
S1-164982253	S2-660138454,S3-823297897,S3-687145810,S3-279831696
S1-99560436	S2-748649852,S2-161239005,S2-229759815,S3-255448477,S3-568690999,S3-889312697,S3-201091181,S3-648796389
S1-21508196	S2-627541174,S2-728540724,S2-943951166,S2-817315055,S3-392125709
S1-514256828	S2-35894137,S2-969820490,S2-689868320,S2-318339505,S3-580593014,S3-861601466
S1-406842558	S2-258885217,S3-193026644,S3-27134803
S1-290562654	S2-807146997,S2-613903296,S2-425618538,S2-93725067,S3-65531878
S1-576290974	S2-144639200,S2-884848693,S2-678462216,S3-735569201,S3-194653364,S3-717964319,S3-384473085
S1-9357479	S3-723246327
S1-660662966	S2-381716954,S2-851470074
S1-300704461	S2-298378302,S2-823796091,S2-177388358,S3-370105121,S3-224489361
S1-939864289	S2-234310003,S3-583694572,S3-463112884
S1-982170857	S2-192786792,S2-120997611,S2-645489492,S2-910585378,S3-553154574
S1-986167625	S2-727255881,S2-214970450,S3-433642736,S3-664761747,S3-563781589
S1-58402389	S2-161413200,S2-243996492,S2-188723820,S3-134556965,S3-299665506
S1-559370831	S2-777751614,S2-850159662,S3-610770262,S3-794991901
S1-153559765	S3-927742738,S3-25113409,S3-760336227
S1-857664588	S3-534700042
S1-504346927	S2-459628833,S2-50955326,S3-685932602,S3-393818187
S1-128103702	S2-966403902,S2-851482616,S3-871366914,S3-548277727
S1-450152295	S2-596522563,S3-277749498,S3-665255247,S3-470561200
S1-975654170	S2-465781135,S3-954466332,S3-786283439,S3-716726482,S3-719351112
S1-448986054	S2-246602461,S3-200025735,S3-115802440
S1-263741395	S2-585172791,S2-791286938,S3-170040791,S3-27940543,S3-5564250,S3-299454581
S1-662998007	S2-48504936,S2-23805758,S2-739402146,S3-66202727
S1-615095658	S2-662014263,S2-131630301,S2-684377847,S2-868662831,S3-513504676
S1-825671680	S2-665085322,S2-837508674,S3-657071449,S3-647956963
S1-330823632	S2-890309169,S2-302757010,S2-94675247,S3-214864126,S3-149103045
S1-874657200	S2-963021476,S2-767874442,S3-382804178,S3-648772836
S1-291767532	S2-426820245,S2-929268186
S1-314308289	S2-468248748,S2-230438494,S2-158817880,S3-490635080,S3-448645616
S1-369991325	S3-795006016
S1-814956519	
S1-687081247	S2-140513543,S2-60441808,S3-865456564,S3-399942107
S1-695404178	S2-923633397,S2-585697744,S2-495762298,S3-142775867,S3-736391862
S1-107644916	S2-623540619,S3-171196518,S3-513280273
S1-854707534	S2-484858216,S2-19061664,S2-665904786,S3-505467050,S3-726605294,S3-566541577,S3-760389625
S1-756208495	S2-28085819,S3-834467984
S1-253292973	S2-888394598,S2-982808427,S2-388810556,S3-634391041
S1-936929111	S2-669777765,S2-372782548,S3-760387607
S1-980858330	
S1-340324382	S2-881304282,S3-863696444
S1-218573855	S2-804318885,S3-783012218
S1-996931439	S2-88043651,S2-6800391,S2-212426305,S3-10652127
S1-600218080	S2-115251127,S2-617300800,S2-621893719,S2-113610014,S3-569572548
S1-791341686	S2-595214349,S3-197533896
S1-777086241	S2-996424384,S3-103918380
S1-299746071	S2-921445352,S3-89805260
S1-74060985	S2-493859209,S3-219851288
S1-291419333	S2-352538774,S2-573444333
S1-188176423	S2-107024728,S3-653384292,S3-779968161
S1-370752441	S2-965695908,S3-406008092
S1-451055396	S2-684009643,S2-365897378,S3-547377336,S3-79016951
S1-50344703	S2-320212810,S2-311237158,S3-131437648
S1-668188842	S2-637322640,S2-408584621,S3-717541835
S1-162257554	S2-15513994,S2-230516090,S2-406725056,S3-840183265,S3-179178766,S3-491038561
S1-608665359	S2-944467858
S1-846021491	S2-69212114,S2-105514021,S3-189038428
S1-408652294	S2-441686547,S3-517364994,S3-529340311
S1-631847737	S2-877224188,S2-607668575,S3-51679970,S3-199652378,S3-719695700
S1-627027654	S2-440897587,S2-815616820,S3-636847368,S3-359795187
S1-606388895	S2-645714387
S1-866990988	S2-620990365,S3-857314118,S3-568895292,S3-318931968
S1-771118608	S2-959047416,S3-950684070,S3-319615062
S1-860376386	S2-478616453,S3-767728003
S1-197930566	S2-621408109,S2-524184937,S3-438144626
S1-761600598	S2-67079618,S3-964363321,S3-560940436
S1-831199885	S2-659145912,S2-702849238,S3-143767277
S1-425128718	
S1-922458942	S2-21549661,S3-206207320
S1-8412929	S2-153555569,S3-66104711,S3-76037,S3-501325834,S3-859802729,S3-631801431
S1-116886309	
S1-535157975	S2-410527706,S2-589870668,S3-490752047,S3-427437049
S1-467885239	S2-758204514,S3-588314722,S3-280034056,S3-36034191
S1-115576618	S2-532157362,S2-627881801,S3-660400984
S1-73266388	S2-894725743,S3-928505846,S3-612037826,S3-448329295,S3-685521228
S1-38821044	S2-615758197,S3-772667869,S3-681867395,S3-941808371,S3-575237780
S1-209020026	S2-323634366,S3-224150842,S3-785280015
S1-416520778	S2-68476347,S3-367341170,S3-283001366
S1-949414566	S2-972323996,S3-688483120
S1-529176555	S2-531201579,S2-387358142
S1-188492472	S2-67744537,S2-799357183,S2-910449626,S3-267352789
S1-687764551	S2-650830885,S2-315237071,S3-655821647,S3-813646410
S1-711614050	S2-820385444,S2-343697224,S3-366341675
S1-825545128	
S1-486029704	S2-917292842,S3-39440877
S1-517243718	S2-948791610,S2-62326821,S2-109795050,S3-13978070,S3-318626968
S1-306934395	S2-984277796,S2-273504355,S3-656700332,S3-282025737
S1-653552833	S2-668289696,S2-783527981,S3-225065620
S1-944869323	S2-276440490,S2-884845385,S2-418844166,S3-334869431,S3-218984238
S1-334069535	S3-480391326
S1-29746742	S2-785309384,S3-852012262,S3-335089481,S3-253184675,S3-135187746
S1-5533538	S2-706533547,S2-276765363,S2-106728038,S3-37791750,S3-535394334
S1-501813247	S2-967190928,S3-132843487
S1-477761993	S2-950357721,S3-906903526,S3-450790031,S3-395949527,S3-555608669
S1-545760313	S2-960543587,S2-788652507,S3-285751716
S1-754115297	S2-141520530,S2-342313242,S2-950107864,S3-169307173,S3-662493130,S3-782097676
S1-941297000	S2-470678859,S2-959041507,S3-793826049,S3-371356482,S3-316256321
S1-921279245	S2-284141243,S2-904973226,S2-840539663,S2-794175299,S3-219884695
S1-233588320	S2-142179700,S3-157478034,S3-785396649
S1-787758125	S2-955863783,S2-46899672
S1-814601377	S2-192948129,S2-603071611,S3-618422773,S3-146156664
S1-839645965	S2-762775244,S2-845548172,S2-892848533,S2-513227544,S2-244529864,S3-588955896
S1-9750168	S2-169129232,S3-997618515
S1-427574111	S3-976778991
S1-859741230	S2-701552511,S2-82950624,S2-525047840,S3-860666663
S1-582413421	S2-92483612,S3-820816614,S3-581418137
S1-764843325	S2-940814321,S2-213494336,S3-593000003
S1-146281653	S2-284572475,S2-693752950
S1-299367178	S2-250009064,S3-595539211
S1-620915993	S2-935748931,S2-68748027
S1-812361268	S2-142550479,S2-879728336,S2-167775591,S3-451536720
S1-310678505	S2-983468481,S2-738796553,S3-249776047,S3-146240257,S3-821161819,S3-198887797
S1-698843694	S2-672622638,S2-587367423,S2-791224898,S3-467508233
S1-851816270	S2-303844166,S2-97945211,S2-971508704,S2-778042390,S3-122668024,S3-434415957,S3-22379704
S1-163297392	S2-263512694,S3-745909398
S1-357133147	S2-451818839,S2-715902572,S3-494488267
S1-631571111	S3-116759796,S3-197493039
S1-109267757	S2-416653059,S3-311710872,S3-150871188
S1-711428258	S2-245114693,S3-254382046,S3-805276123
S1-656171162	S2-329280608,S2-554086853,S3-598089068,S3-161935749
S1-602144510	S2-32696802,S2-64000798,S3-170921246
S1-264743471	S2-556023215
S1-982267642	S2-992248431,S2-256175555,S2-602005427,S3-107219627
S1-44632418	S2-131484951,S3-592559974,S3-237208661,S3-383358016
S1-593326306	S2-639224330,S2-113210517,S3-799312472,S3-876895423
S1-255528432	S3-562163935,S3-344784053
S1-559249977	S2-312080751,S2-885011702,S3-318612684,S3-314527984,S3-611197926
S1-587750075	S2-79401328,S3-510365084,S3-851944476,S3-787800027,S3-402274047
S1-665436028	
S1-662824154	S2-541623816,S3-516691014,S3-39763882
S1-727537332	S2-930075453,S3-802052664,S3-451998234,S3-33718072
S1-152979696	S2-397145365,S2-265886457,S3-839447204,S3-780004361
S1-248481368	S2-604702011,S3-11628008
S1-790418226	S2-838803597,S2-555216051
S1-96602127	S2-340954111,S2-595962612,S2-848899456
S1-275648424	S2-66871982,S3-497820554,S3-8705456
S1-296784642	S2-875419699,S3-278624779,S3-299560952
S1-40930902	S3-695458327,S3-634958662
S1-851066384	S2-468104600,S3-780681907
S1-606034416	S2-27391982,S2-121122975,S2-964197508,S2-697967787,S3-335243331,S3-380091899
S1-881444813	S3-810563758,S3-506905314,S3-414560012
S1-911301077	S2-457329921,S2-650845359,S2-148448999,S3-440460688,S3-21593436,S3-859852429,S3-611257184
S1-330914939	S2-478116399,S3-645384746
S1-491658200	S2-477831819,S2-865814128,S2-593136216,S3-78071645
S1-231519650	S2-504051668,S3-113238993,S3-760772403,S3-286238001
S1-529579280	S2-202673829,S2-85704077,S3-174911348,S3-334805244
S1-125321906	S2-25639527,S2-164506058,S2-629547835,S3-808419709
S1-798155629	S2-55612482,S3-496088530,S3-32734770
S1-107415535	S2-253738970,S3-33434908,S3-443569546
S1-908308724	S3-311928554,S3-704734711
S1-339001329	S2-671103041,S2-768994904,S3-832685026
S1-211367912	S2-664801713,S2-783711549,S3-318653684,S3-146737822
S1-936281943	S2-649962343,S3-97077846,S3-360821584,S3-686648670
S1-110019767	S2-580283633,S3-190713221,S3-590706723,S3-249389346,S3-693730121
S1-840278172	S2-260518390,S2-536756969,S3-920630019,S3-240882584,S3-399113202
S1-731124817	S2-411338229,S2-198710612,S2-143542414,S2-288695920,S3-618974293
S1-883807828	S2-302483068
S1-645040170	S2-536979278,S2-940628451,S3-626248913,S3-216037511
S1-605002576	S2-186809265,S2-306446692,S3-170668442
S1-882213843	S2-605350174,S2-556071304,S3-331380926,S3-490701147,S3-659330414
S1-333095127	S2-939541229,S2-515440137,S3-137643640,S3-154520937,S3-500338301
S1-27444152	S2-353041794,S2-608520307,S3-578691751,S3-153670200
S1-895408600	S2-201642660,S3-436640710,S3-197068966
S1-574927457	S2-255982806,S2-176395527,S3-132997079,S3-31525893
S1-556100254	S2-674436409,S2-224459632,S2-691557503,S3-661388697,S3-145875523
S1-117744619	S2-432813370,S2-843480325,S3-47914938
S1-259506508	S2-990174532,S3-140415792
S1-713796415	S2-401853744,S2-193428522,S3-60753683
S1-328844051	S2-602059625,S3-973323595
S1-314488659	S2-816049810,S3-973375401,S3-558165253,S3-955934436,S3-542661888
S1-134143616	S2-528500563,S3-536754838,S3-218370044,S3-393867082
S1-486832571	S2-990205848,S2-9946485,S3-489611001,S3-826361314
S1-747705086	S3-744364228,S3-475153717,S3-563120359,S3-541988174
S1-721771976	
S1-280977513	S2-614682602,S3-84682694
S1-448410374	S2-37955881,S3-624492556,S3-134112277,S3-88272704
S1-420343429	S2-581508866,S3-22679509,S3-318314233
S1-503320165	S2-115299522,S2-987128638,S3-205808498
S1-84659108	S2-934248672,S3-705278416
S1-10153258	
S1-423333394	S2-124089263,S3-9583143
S1-804421593	S2-536841026,S3-304810545
S1-507257254	S2-420623386,S3-822600556
S1-549678101	S3-417652549,S3-397179168
S1-356156624	S2-231324061,S2-648417226,S3-607033114
S1-81834207	S2-646074015,S2-5819745,S2-972217409,S3-607032775,S3-766258428,S3-946767503
S1-91619266	
S1-62908850	S2-236438196,S2-237581495,S3-621549777
S1-550241319	S2-517942008,S2-645242049,S3-946904809,S3-633714961
S1-317054463	S2-650692524,S3-647736576,S3-425127525
S1-456318790	S2-164513100,S2-64373652,S3-400472893
S1-566830111	S2-561839697,S3-837929682
S1-754942845	S2-153940033,S2-933629691,S3-936122926,S3-469442740
S1-416328681	S2-746981982,S3-58008060
S1-919044778	S2-461530160,S3-935193372,S3-541981258,S3-891426172
S1-392534068	S2-28637907,S2-331210980,S2-585345673,S3-120235703,S3-333747934,S3-244402817,S3-878670505
S1-879858737	S2-502858002,S3-40474223,S3-996828785
S1-715910928	S2-308004681,S2-149210354,S3-418007144,S3-84037995,S3-321196339
S1-801041518	S2-755156637,S2-381416319,S3-561525141
S1-30038696	S2-789253940,S3-281274446
S1-141869436	S2-890829176,S2-34841648,S3-840224213,S3-712300355
S1-258997441	
S1-359602210	S2-874895686,S3-781186038
S1-263067907	S2-977267465,S2-880134181,S3-847400465
S1-691899933	S2-923049403,S3-144618016,S3-381918366
S1-687325312	S2-8209541,S2-653898284,S2-814097790,S3-398246612,S3-530154957
S1-122117256	S2-17788444,S2-944410674,S3-827432411,S3-539757170
S1-140026915	S2-636873183,S2-260030079,S3-859710598
S1-31231440	S2-39899659,S3-75691042,S3-839920094
S1-510015581	S2-774342455,S2-625956475,S2-364939288,S2-860079971,S3-51365845,S3-441798128
S1-153830318	S2-293521491
S1-729749673	
S1-906068598	S2-725951273,S2-93613095,S3-604524300
S1-730421519	S2-168434244,S2-957901807,S3-47095147,S3-4878588,S3-820356424
S1-378581442	S3-102862017,S3-174266035,S3-286358614
S1-722701300	S2-178407692,S2-704365325,S3-946525856,S3-40456423
S1-638404069	S2-712226410,S2-589525381,S3-149523209,S3-76850260,S3-692156317
S1-336753892	S2-928281443,S3-654854802
S1-742910577	S2-254030250,S2-179053407,S3-610257711
S1-248553612	S2-753126294,S3-687333594,S3-543326630,S3-435735048,S3-510803474
S1-536705186	S2-224295030,S2-21159881,S2-989304265,S3-773814228,S3-440859724,S3-912402724,S3-652164990
S1-209125573	S2-542114316,S3-943115434,S3-340182668
S1-440098202	S2-959982692,S2-628034994,S2-731980362,S3-165145600,S3-478017698,S3-20863846
S1-721706825	S2-803204014,S2-115505642,S3-158671290
S1-949992319	S3-764398603
S1-406527214	S3-731303952,S3-628778121
S1-499847912	S3-26873
S1-800891124	S2-243933853,S2-904209578,S3-277197938
S1-905733846	S2-454766210,S3-961784321,S3-949496226
S1-879207596	S2-476270581,S3-232810221,S3-354937842,S3-425703002
S1-394928776	S2-250503970,S2-746934996
S1-914167808	S2-94913737
S1-326389695	S2-818441961,S2-865039571,S2-55663426,S3-437094585
S1-299773245	S2-288938228,S2-72392493,S3-605063,S3-594387888,S3-460127726,S3-337941716,S3-987918562
S1-931804994	S2-185157905,S3-535253805,S3-272193615,S3-367683292,S3-497301111
S1-677172368	S2-455322436,S2-636844110
S1-85137538	S2-855600642,S3-958763670,S3-885068828
S1-372076691	S2-632867681,S2-481154221,S2-995577312,S3-214403211,S3-472086350,S3-197451937,S3-590782264
S1-833492633	S2-42996984,S2-964075237,S3-163537924,S3-529805102,S3-531303240,S3-184297142
S1-858622944	S2-318019614,S2-273183055,S3-6622476,S3-985541586,S3-896475984
S1-222601052	S2-566324986,S2-739130654,S2-656738656,S2-719405305,S3-615011604,S3-608751203,S3-237270186
S1-734004067	S2-303432917,S3-473563219
S1-891181764	S2-106705001
S1-874440306	S2-335539757,S3-400590710
S1-763465273	S2-884393987,S2-560614089,S3-874758149,S3-195035619
S1-542407941	
S1-152434149	S2-63363631,S2-787567869,S3-34404362
S1-486855159	S2-415339378,S2-974539274,S3-275263119,S3-751404504
S1-520706871	S2-905169888,S2-413724070,S3-319839427
S1-536019970	S3-123671602,S3-965259743
S1-96997570	S2-496973361,S2-834222947,S3-876501369
S1-880957636	S2-726214188,S2-701595180,S3-818935411
S1-475037609	S2-454875880,S2-571443346,S2-777135419,S3-387598114,S3-133060203
S1-852358881	S3-482684780
S1-679867766	S2-229196987,S2-758749983,S2-281940270,S3-474416661,S3-76428438,S3-892969960
S1-982742576	S2-122293268,S3-354146222,S3-77602954
S1-305166561	S2-929718535,S2-278720929,S2-353659963,S3-809239576
S1-583688377	
S1-51296542	S2-56749791,S3-805573698,S3-714404412,S3-222534112
S1-40559296	S2-594219145,S3-579754263,S3-962179095,S3-74165963
S1-20792002	S2-362703065,S2-295737560,S2-326931376,S3-26205361
S1-480846247	S2-911377728,S3-766098119,S3-148912384,S3-790000346
S1-644978390	S2-126303102,S2-423068379
S1-276296929	S2-618793748,S2-15486976,S2-916920341,S3-895076340,S3-481989377
S1-919245976	S2-754120612,S2-472729944,S2-817774627,S3-274148494,S3-825968276
S1-942782033	S2-912549699,S3-544254330
S1-44708593	S2-931918143,S3-462399411
S1-556182325	
S1-100691855	S2-917000928
S1-425587153	S2-340857416,S3-289001960,S3-658576300,S3-574136968
S1-539879230	S2-83796020,S3-945547250,S3-127246506,S3-117651018
S1-714135249	S2-188362327,S3-431623235,S3-805220251
S1-803840711	S2-421877625,S2-959565091,S2-67276082,S3-615435748,S3-974074755,S3-237581199
S1-942651476	S2-404336292,S2-587125017,S2-130406206,S3-998260049,S3-178368018
S1-962502954	S2-219493301,S2-945814520,S2-473750715,S3-613911138
S1-540804826	S2-13506245,S2-791074851,S2-800441985,S2-371499536,S3-775127986,S3-155307481,S3-353164143
S1-448651589	S3-122675419,S3-695634096,S3-92161055
S1-655628490	S2-861288400,S3-828345775
S1-626336589	S2-96767082,S3-360367188
S1-715642052	S2-282245687,S2-484970278,S3-915513085,S3-265229734,S3-697360003,S3-478297600
S1-234496835	
S1-320925655	S2-870963310
S1-81604461	S2-396601800,S2-183990320,S3-623750751,S3-107670339
S1-986414977	S2-510349301
S1-685095028	S2-955194084,S2-442000424,S3-850420510
S1-340380905	
S1-538197345	S2-576015089,S2-866510554,S2-358334073
S1-496404957	S2-50620641,S2-26705740,S2-667639545,S3-294219520,S3-386507165
S1-295878272	S2-284844649,S2-28814628,S3-481637349
S1-907553730	S2-813588229,S2-161077029,S2-707792550,S3-242183118,S3-15575692,S3-606226483
S1-323491438	S2-184567407,S2-429190957,S3-716187951,S3-355574022
S1-534715135	S2-555245115,S3-219919955,S3-978345366
S1-722025822	S2-353074563,S3-82567677,S3-795519438,S3-931974778
S1-490372842	S2-774512583,S3-365385967,S3-292754865,S3-33485222
S1-580102536	S3-579966411,S3-490575909,S3-183835167
S1-463257976	S2-670329366,S2-678934892,S2-732237174,S3-551402577,S3-896493681,S3-738583244
S1-939256086	S2-484631081,S2-889401184,S3-740641815,S3-612946076
S1-616204137	S2-717788807,S2-681121574,S2-402580807,S3-2449058,S3-434478782
S1-431795211	S2-492112983,S3-528351062,S3-41862132,S3-488720107
S1-563321742	S2-283921051,S3-12900504
S1-19082136	S3-95823295,S3-249476597
S1-972150659	S2-254493956,S2-280781825,S2-698053961,S3-243552176
S1-266915010	S2-58142389,S3-999559043,S3-770926116
S1-397427685	S2-387786042,S3-398843342
S1-19333681	S2-808051429,S3-501394085,S3-620728078
S1-333197153	S2-840702589,S3-355195745,S3-282954322
S1-911466358	S2-221669172,S2-527043966,S2-293737127,S3-414840349
S1-260969714	S3-426502438
S1-632265262	S2-941287343,S2-450678191,S2-424941212,S2-379934742,S3-229537117
S1-499709068	S2-468060172,S3-396036864
S1-979504798	S2-162514311,S3-323153954,S3-870973153
S1-702646732	S2-92474657,S2-910778185,S3-596916334
S1-998852346	S2-755653607,S3-460524360,S3-816335024
S1-190941677	S2-441958415,S2-170049056,S2-481372376,S3-855660375
S1-327804795	S2-493559490,S2-678186030,S2-771966746,S3-419298136,S3-836465899,S3-103717866
S1-526994697	S2-482596262,S3-22888520,S3-31537060
S1-362453370	S2-981050444,S2-282401555,S3-599301293
